"date","userID","label"
"2010-09-27 21:18:37","0","denies"
"2010-09-27 21:34:14","1","unrelated"
"2010-09-27 21:34:29","2","endorses"
"2010-09-27 21:45:51","3","neutral"
"2010-09-27 21:46:52","4","endorses"
"2010-09-27 21:50:28","5","endorses"
"2010-09-27 21:51:22","6","endorses"
"2010-09-27 21:58:04","7","neutral"
"2010-09-27 21:58:32","8","neutral"
"2010-09-27 22:04:17","9","neutral"
"2010-09-27 22:04:53","10","endorses"
"2010-09-27 22:12:06","11","endorses"
"2010-09-27 22:16:21","9","neutral"
"2010-09-27 22:16:35","12","neutral"
"2010-09-27 22:29:25","13","unrelated"
"2010-09-27 22:34:11","14","neutral"
"2010-09-27 22:34:11","15","neutral"
"2010-09-27 22:47:06","16","neutral"
"2010-09-27 22:49:28","17","neutral"
"2010-09-27 22:55:17","18","questions"
"2010-09-27 22:56:42","19","endorses"
"2010-09-27 23:03:19","20","neutral"
"2010-09-27 23:07:13","21","neutral"
"2010-09-27 23:07:40","22","questions"
"2010-09-27 23:08:07","23","neutral"
"2010-09-27 23:08:36","24","endorses"
"2010-09-27 23:14:54","25","undetermined"
"2010-09-27 23:18:50","26","neutral"
"2010-09-27 23:19:32","25","undetermined"
"2010-09-27 23:21:08","27","endorses"
"2010-09-27 23:24:09","25","undetermined"
"2010-09-27 23:26:22","28","questions"
"2010-09-27 23:29:02","29","neutral"
"2010-09-27 23:29:37","30","neutral"
"2010-09-27 23:32:17","31","neutral"
"2010-09-27 23:35:04","32","neutral"
"2010-09-27 23:43:25","33","undetermined"
"2010-09-27 23:46:01","34","unrelated"
"2010-09-27 23:50:25","35","neutral"
"2010-09-27 23:51:04","36","undetermined"
"2010-09-27 23:58:36","37","unrelated"
"2010-09-28 00:20:01","38","endorses"
"2010-09-28 00:21:10","39","unrelated"
"2010-09-28 00:23:20","40","unrelated"
"2010-09-28 00:27:47","41","unrelated"
"2010-09-28 00:28:15","42","unrelated"
"2010-09-28 00:34:35","43","unrelated"
"2010-09-28 00:48:32","44","neutral"
"2010-09-28 00:49:55","45","undetermined"
"2010-09-28 00:56:47","46","neutral"
"2010-09-28 01:12:24","47","neutral"
"2010-09-28 01:21:22","48","undetermined"
"2010-09-28 01:21:36","49","undetermined"
"2010-09-28 01:32:19","50","neutral"
"2010-09-28 01:39:27","51","undetermined"
"2010-09-28 01:41:09","52","undetermined"
"2010-09-28 01:41:35","53","undetermined"
"2010-09-28 01:41:50","54","undetermined"
"2010-09-28 01:43:12","55","undetermined"
"2010-09-28 01:48:27","56","neutral"
