"date","userID","label"
"2009-07-03 19:59:33","0","questions"
"2009-07-04 01:37:35","1","questions"
"2009-07-05 01:20:02","2","unrelated"
"2009-07-19 06:06:50","3","unrelated"
"2009-07-05 13:52:12","2","unrelated"
"2009-07-28 04:12:40","4","unrelated"
"2009-08-01 20:03:49","5","unrelated"
"2009-08-02 16:15:58","6","endorses"
"2009-08-02 01:31:49","7","denies"
"2009-08-01 19:12:57","8","denies"
"2009-08-02 04:05:23","9","endorses"
"2009-08-04 06:36:51","10","endorses"
"2009-08-02 16:30:49","11","denies"
"2009-08-02 22:02:38","12","denies"
"2009-08-03 03:21:33","13","denies"
"2009-08-03 00:00:31","14","endorses"
"2009-08-01 21:26:07","15","endorses"
"2009-08-01 20:06:32","16","endorses"
"2009-08-01 23:35:54","17","endorses"
"2009-08-02 17:17:51","18","questions"
"2009-08-03 12:00:37","19","endorses"
"2009-08-01 20:49:15","20","endorses"
"2009-08-01 19:20:49","21","endorses"
"2009-08-02 23:14:38","22","denies"
"2009-08-01 18:40:30","23","endorses"
"2009-08-03 01:55:35","24","unrelated"
"2009-08-02 18:28:27","25","endorses"
"2009-08-02 04:43:24","26","endorses"
"2009-08-01 19:42:33","27","endorses"
"2009-08-02 17:32:03","10","denies"
"2009-08-04 13:00:08","28","denies"
"2009-08-03 10:10:08","29","denies"
"2009-08-02 03:13:28","30","endorses"
"2009-08-04 01:21:34","31","denies"
"2009-08-02 12:08:30","32","questions"
"2009-08-02 17:25:41","33","endorses"
"2009-08-02 17:18:01","18","denies"
"2009-08-01 17:40:36","34","endorses"
"2009-08-02 07:14:28","35","endorses"
"2009-08-01 19:18:00","36","endorses"
"2009-08-01 21:20:53","37","questions"
"2009-08-01 20:53:57","38","unrelated"
"2009-08-01 19:50:00","39","endorses"
"2009-08-01 20:26:05","40","denies"
"2009-08-01 19:26:09","41","endorses"
"2009-08-03 13:08:13","42","endorses"
"2009-08-02 11:50:37","43","endorses"
"2009-08-05 05:05:18","44","unrelated"
"2009-08-01 20:02:38","45","endorses"
"2009-08-02 10:04:24","46","denies"
"2009-08-01 23:01:16","47","denies"
"2009-08-01 22:32:17","48","denies"
"2009-08-01 20:53:31","49","endorses"
"2009-08-03 06:29:22","50","denies"
"2009-08-02 10:53:43","51","denies"
"2009-08-02 16:41:55","52","endorses"
"2009-08-02 00:05:14","18","denies"
"2009-08-01 20:21:08","53","questions"
"2009-08-01 19:25:26","54","endorses"
"2009-08-01 20:07:37","55","endorses"
"2009-08-02 23:29:37","56","denies"
"2009-08-01 21:48:13","57","endorses"
"2009-08-01 21:53:50","58","endorses"
"2009-08-01 18:32:57","59","questions"
"2009-08-04 05:26:05","60","unrelated"
"2009-08-01 21:13:56","61","denies"
"2009-08-01 21:36:12","62","denies"
"2009-08-01 19:14:25","63","endorses"
"2009-08-02 05:03:09","64","questions"
"2009-08-01 20:50:12","65","endorses"
"2009-08-01 20:10:22","66","endorses"
"2009-08-02 07:49:48","67","denies"
"2009-08-29 19:33:20","68","unrelated"
"2009-08-01 23:58:19","69","endorses"
"2009-08-02 17:48:57","70","denies"
"2009-08-01 19:47:06","71","denies"
"2009-08-01 20:56:33","72","questions"
"2009-08-01 19:57:54","73","endorses"
"2009-08-01 19:59:57","74","questions"
"2009-08-08 20:20:58","75","denies"
"2009-08-01 23:38:36","76","denies"
"2009-08-02 04:39:12","77","endorses"
"2009-08-01 20:35:40","78","endorses"
"2009-08-02 23:13:19","79","denies"
"2009-08-23 06:34:22","80","endorses"
"2009-08-01 21:29:12","81","denies"
"2009-08-01 18:31:19","82","endorses"
"2009-08-02 00:45:09","83","unrelated"
"2009-08-01 19:14:29","84","endorses"
"2009-08-04 02:13:37","85","unrelated"
"2009-08-01 19:52:24","86","endorses"
"2009-08-01 18:40:26","87","questions"
"2009-08-02 19:56:57","88","questions"
"2009-08-02 07:00:13","89","questions"
"2009-08-01 20:43:37","90","endorses"
"2009-08-04 01:51:12","91","denies"
"2009-08-03 06:31:45","92","unrelated"
"2009-08-01 19:43:07","93","endorses"
"2009-08-01 19:04:17","94","questions"
"2009-08-02 01:04:10","95","endorses"
"2009-08-01 22:57:22","96","questions"
"2009-08-12 18:47:58","97","endorses"
"2009-08-03 05:39:10","98","unrelated"
"2009-08-02 15:38:15","99","endorses"
"2009-08-13 16:06:15","100","endorses"
"2009-08-02 20:06:34","101","questions"
"2009-08-03 15:31:02","102","denies"
"2009-08-02 08:50:05","103","endorses"
"2009-08-01 21:23:04","75","denies"
"2009-08-01 22:26:05","104","denies"
"2009-08-02 01:11:26","105","endorses"
"2009-08-02 16:08:15","106","endorses"
"2009-08-02 04:41:38","107","denies"
"2009-08-01 20:56:26","108","denies"
"2009-08-05 14:33:03","109","denies"
"2009-08-01 23:10:57","110","denies"
"2009-08-03 20:18:43","111","endorses"
"2009-08-02 08:38:38","112","endorses"
"2009-08-02 02:44:33","113","questions"
"2009-08-02 00:10:24","114","endorses"
"2009-08-01 20:08:52","115","endorses"
"2009-08-04 07:03:05","116","endorses"
"2009-08-01 21:18:09","117","endorses"
"2009-08-29 19:21:55","118","unrelated"
"2009-08-01 22:42:54","119","endorses"
"2009-08-01 22:04:56","120","denies"
"2009-08-01 19:50:30","121","endorses"
"2009-08-02 10:20:34","122","endorses"
"2009-08-01 21:50:41","123","denies"
"2009-08-01 23:56:20","124","unrelated"
"2009-08-02 02:29:40","125","denies"
"2009-08-01 20:51:04","126","endorses"
"2009-08-01 22:46:26","127","endorses"
"2009-08-01 22:10:46","128","denies"
"2009-08-02 04:03:40","129","questions"
"2009-08-02 17:51:05","103","endorses"
"2009-08-02 17:06:09","130","denies"
"2009-08-02 13:06:01","131","endorses"
"2009-08-01 19:24:54","132","endorses"
"2009-08-01 21:04:15","133","questions"
"2009-08-01 20:54:23","134","endorses"
"2009-08-01 23:16:15","59","denies"
"2009-08-01 22:19:30","135","denies"
"2009-08-01 21:36:43","136","endorses"
"2009-08-02 02:57:14","137","unrelated"
"2009-08-01 21:20:29","138","questions"
"2009-08-01 19:03:08","139","neutral"
"2009-08-01 21:41:36","140","denies"
"2009-08-01 19:58:20","141","denies"
"2009-08-01 20:22:02","142","questions"
"2009-08-01 18:05:45","143","endorses"
"2009-08-01 19:34:47","144","endorses"
"2009-08-05 06:45:51","145","unrelated"
"2009-08-03 00:18:22","146","denies"
"2009-08-01 19:40:05","147","endorses"
"2009-08-01 23:31:06","148","endorses"
"2009-08-01 18:46:00","149","endorses"
"2009-08-01 21:30:16","150","denies"
"2009-08-01 19:19:46","151","endorses"
"2009-08-02 02:34:08","152","neutral"
"2009-08-04 16:11:45","153","denies"
"2009-08-03 05:29:55","154","denies"
"2009-08-01 23:38:40","155","denies"
"2009-08-02 03:07:37","156","endorses"
"2009-08-02 02:04:15","157","neutral"
"2009-08-01 21:23:25","158","endorses"
"2009-08-02 18:08:22","159","endorses"
"2009-08-01 20:08:04","160","questions"
"2009-08-02 22:49:48","161","denies"
"2009-08-01 20:02:32","162","denies"
"2009-08-01 19:27:34","163","denies"
"2009-08-02 03:21:14","164","endorses"
"2009-08-01 22:12:55","165","endorses"
"2009-08-04 21:43:07","166","questions"
"2009-08-02 00:28:10","167","denies"
"2009-08-02 00:23:59","168","endorses"
"2009-08-01 23:39:45","169","unrelated"
"2009-08-02 01:04:09","170","denies"
"2009-08-02 19:01:22","171","denies"
"2009-08-02 14:37:29","172","questions"
"2009-08-02 14:25:43","162","unrelated"
"2009-08-01 20:21:59","173","denies"
"2009-08-01 21:06:46","174","endorses"
"2009-08-02 02:01:10","175","denies"
"2009-08-03 13:08:11","176","endorses"
"2009-08-01 22:53:48","177","denies"
"2009-08-01 22:54:28","178","questions"
"2009-08-01 21:25:47","179","questions"
"2009-08-02 00:25:59","180","denies"
"2009-08-01 20:11:25","181","endorses"
"2009-08-01 21:35:00","182","denies"
"2009-08-01 21:04:40","183","questions"
"2009-08-01 22:14:48","184","endorses"
"2009-08-02 13:39:37","185","endorses"
"2009-08-02 03:28:09","186","endorses"
"2009-08-02 00:24:20","187","endorses"
"2009-08-02 18:11:11","22","denies"
"2009-08-01 22:21:19","188","denies"
"2009-08-02 03:07:32","161","neutral"
"2009-08-03 01:46:19","189","denies"
"2009-08-13 12:44:59","190","endorses"
"2009-08-01 21:32:23","191","questions"
"2009-08-01 19:26:39","192","endorses"
"2009-08-02 00:55:29","193","endorses"
"2009-08-04 02:25:44","194","endorses"
"2009-08-02 03:04:28","195","neutral"
"2009-08-02 10:41:31","196","endorses"
"2009-08-02 04:31:43","197","endorses"
"2009-08-29 18:17:20","198","denies"
"2009-08-16 19:28:22","199","endorses"
"2009-08-02 17:16:49","200","denies"
"2009-08-01 22:57:37","201","denies"
"2009-08-06 09:24:18","202","denies"
"2009-08-02 06:49:00","203","denies"
"2009-08-02 15:27:11","204","denies"
"2009-08-02 08:35:16","205","questions"
"2009-08-01 20:14:17","206","questions"
"2009-08-02 04:48:43","207","denies"
"2009-08-02 07:05:26","205","endorses"
"2009-08-01 19:36:36","208","denies"
"2009-08-01 21:51:40","209","endorses"
"2009-08-01 19:02:11","210","questions"
"2009-08-02 01:21:23","31","denies"
"2009-08-01 19:50:14","211","denies"
"2009-08-01 19:29:24","212","endorses"
"2009-08-01 20:52:57","213","denies"
"2009-08-01 19:07:14","214","endorses"
"2009-08-01 21:27:11","215","denies"
"2009-08-01 20:23:46","216","unrelated"
"2009-08-01 22:29:01","217","neutral"
"2009-08-01 23:35:54","218","denies"
"2009-08-01 21:53:48","219","denies"
